,id,mention,cui,start_index,end_index,sentence,uniq_cui
5668,6144,zwanger,['C0032961'],31,38,Vanaf dat moment kan een vrouw zwanger worden.,C0032961
5669,6145,DNA-onderzoek,['C0679560'],34,47,"Op grond van in 2010 gepubliceerd DNA-onderzoek werd de vogel tussen 2010 en 2022 geplaatst in het geslacht ""Cossypha"".",C0679560
5670,6146,COVID-19,"['C5203670', 'CL1381981']",61,69,Ferrufino overleed op 58-jarige leeftijd aan de gevolgen van COVID-19.,C5203670
5671,6147,luchtwegen,['C0035237'],62,72,"Dimethylchloorsilaan is corrosief voor de ogen, de huid en de luchtwegen.",C0035237
5672,6148,DNA-onderzoek,['C0679560'],4,17,"Uit DNA-onderzoek gepubliceerd in 2016 bleek dat de vogel thuishoort in het geslacht ""Carpodacus"".",C0679560
5673,6149,COVID-19,"['C5203670', 'CL1381981']",78,86,"De tiende aflevering van het zevende seizoen was een speciale aflevering rond COVID-19, met dokters uit seizoen 6 en 7 die een gesprek voerden over dit onderwerp.",C5203670
5674,6150,athetotische,"['C0004158', 'C1845265']",114,126,"Deze wordt gekenmerkt door choreatische (plotselinge onwillekeurige gecoördineerde, maar rukkende, bewegingen) en athetotische (onophoudelijk krampachtige onwillekeurige langzame buig- en strekbewegingen van vingers en tenen, veroorzaakt door beschadiging in het extrapiramidaal systeem) bewegingen.",C0004158
5675,6151,kaal,"['C4083212', 'C0002170', 'C0574769', 'C1850535', 'C1864584']",66,70,CalvoCalvo is een Spaanse en Italiaanse familienaam en betekent kaal.,C4083212
5676,6152,luchtwegen,['C0035237'],92,102,"blootstelling aan de stof veroorzaakt ernstige beschadiging aan de slijmvliezen en bovenste luchtwegen, ogen en huid.",C0035237
5677,6153,ongeboren leven,['C0392535'],87,102,"Naast het verkondigen van het Evangelie, komt de partij ook op voor de rechten van het ongeboren leven, een duurzame economie, het uittreden van Nederland uit de Europese Unie en een verzorgingsstaat.",C0392535
5678,6154,darmwand,['C0017189'],66,74,DarmperforatieDarmperforatie is een aandoening waarbij er in de darmwand een gat/perforatie zit.,C0017189
5679,6155,houten,['C0043217'],57,63,"Een patjol bestaat uit twee delen, een lange stok en een houten, dwars erop gemonteerde onderkant, meestal versterkt door een laagje metaal.",C0043217
5680,6156,polycystisch ovariumsyndroom,"['C0032460', 'C1136382', 'C1299574']",46,74,Haar onderzoeksdomein is in het bijzonder het polycystisch ovariumsyndroom en de verschillende technieken van medisch begeleide voortplanting.,C0032460
5681,6157,teelbalkanker,"['C1333010', 'C0039590', 'C0153594']",39,52,In de zomer van 2011 werd bij Tombides teelbalkanker geconstateerd.,C1333010
5682,6158,lange beenderen,['C0222647'],140,155,Een brodieabces kan zich vormen op verschillende plaatsen in verschillende botten van het lichaam maar lijkt een voorkeur te hebben voor de lange beenderen van de ledematen.,C0222647
5683,6159,CO,['C0007012'],51,53,In 2020 besloot het onderdeel British Airways alle CO uitstoot op de binnenlandse vluchten in het Verenigd Koninkrijk te compenseren.,C0007012
5684,6160,polio,['C0032371'],11,16,"Wanneer ze polio krijgt, wordt ze vervangen door Irene Gerwig.",C0032371
5685,6161,Bronchitis,"['C0006277', 'C0008677', 'C0149514']",59,69,Butler overleed op 11 januari 1893 aan de gevolgen van een Bronchitis.,C0006277
5686,6162,gezicht,['C0015450'],22,29,"waarbij delen van het gezicht, of het gehele gezicht, meer voorkomen aan het hoofd dan normaal.",C0015450
5687,6163,botontkalking,"['C0029456', 'C0029458']",36,49,Zo leden ze aan een lichte vorm van botontkalking en waren hun spieren enigszins verzwakt.,C0029456
5688,6164,symptomen,['C1457887'],90,99,"Het betreft een acute luchtweginfectie met koorts, hoesten en kortademigheid als primaire symptomen.",C1457887
5689,6165,chlamydia,['C0008149'],49,58,Dr. Barnett ontdekt dat zijn nieuwe vriendin Zoe chlamydia heeft en dat zij minderjarig is.,C0008149
5690,6166,snijtanden,['C0021156'],61,71,Meestal bestaat een tandenkam uit een rij naar voor stekende snijtanden.,C0021156
5691,6167,homo sapiens,['C0086418'],69,81,"Het gaat om een van de meest complete en oudste gevonden resten van ""homo sapiens"" in Amerika.",C0086418
5692,6168,Coronavirus,"['C5203670', 'CL1381981']",53,64,Sinds april 2020 lag de operatie ten gevolge van het Coronavirus echter al stil.,C5203670
5693,6169,Poliomyelitis,['C0032371'],16,29,"Hij was vanwege Poliomyelitis aan een rolstoel gebonden, terwijl zijn aanstaande vrouw, actrice Willi Burke ook danseres was.",C0032371
5694,6170,polymeren,['C0032521'],159,168,"Ze verhogen de reactiviteit van palladium-gekatalyseerde koppelingsreacties, en worden veel gebruikt in de synthese van geneesmiddelen, natuurlijke producten, polymeren en nieuwe materialen.",C0032521
5695,6171,leprozen,['C0023343'],72,80,"Het venster, vernoemd naar Lazarus, was oorspronkelijk een opening voor leprozen.",C0023343
5696,6172,tyfus,['C0041466'],10,15,Hij kreeg tyfus en lag in het hospitaal.,C0041466
5697,6173,psychotische depressie,"['C0029516', 'C0033975']",100,122,"Het hof volgde de verdediging en accepteerde dat de verdachte tijdens de moord in een toestand van ""psychotische depressie"" verkeerde.",C0029516
5698,6174,gastro-intestinale,['C0017189'],92,110,Deze letsels zijn over het algemeen vrij goedaardig maar zijn wel een frequente oorzaak van gastro-intestinale bloedingen en de daaruitvolgende bloedarmoede. ,C0017189
5699,6175,polymeren,['C0032521'],90,99,"Warmtebehandelingen worden doorgaans geassocieerd met metaalbewerking, maar worden ook op polymeren en op keramiek toegepast.",C0032521
5700,6176,rectum,['C0034896'],72,78,Transanal irrigationTransanal irrigation (TAI) is het spoelen van het rectum en de dikke darm voor medische indicaties door inbrengen van een hoeveelheid water via de anus.,C0034896
5701,6177,COVID-19,"['C5203670', 'CL1381981']",90,98,"Op 22 september 2020 werd bekendgemaakt dat er enkele medewerkers besmet zijn geraakt met COVID-19, hierdoor verdwenen de sidekicks een tijdje uit beeld en werden ze vervangen door andere BVs.",C5203670
5702,6178,EDTA,['C0013618'],8,12,PBS met EDTA wordt ook gebruikt om vastgekleefde en samengeklonterde cellen los te weken.,C0013618
5703,6179,antibiotische,['C0003232'],25,38,"A22 heeft ""in vitro"" een antibiotische werking vertoond tegen multidrug-resistente gram-negatieve bacteriën, zoals ""Pseudomonas aeruginosa"".",C0003232
5704,6180,formaline,['C0016564'],88,97,"De conserveringsvloeistof die het lichaam maximaal 10 dagen kan conserveren bestaat uit formaline (maximaal 0,5%) in combinatie met zouten en kleurstoffen om een zo natuurlijk mogelijke huidskleur te verkrijgen.",C0016564
5705,6181,COVID-19,"['C5203670', 'CL1381981']",162,170,Hij overleed op 4 april 2020 in het Brusselse Sint-Pietersziekenhuis nadat hij een week eerder in het Erasmusziekenhuis in Brussel werd opgenomen als patiënt met COVID-19.,C5203670
5706,6182,blind,"['C0155020', 'C0271215', 'C0456909']",154,159,"Reeds op jeugdige leeftijd was hij ziekelijk, op zijn vijftiende waren zijn gezichtsvermogen en gehoor al ernstig verslechterd en later werd hij volkomen blind.",C0155020
5707,6183,bovenkaak,['C0024947'],93,102,"De kaakranden worden gevormd door het maxillaire en intermaxillaire bot (premaxillair) in de bovenkaak en dentals in de onderkaak, botten, die ook de belangrijkste tanddragende botten zijn in alle latere gewervelde dieren.",C0024947
5708,6184,voyeur,['C0042979'],48,54,"De Engelstalige benaming ""peeping Tom"" voor een voyeur vindt haar oorsprong in dit verhaal.",C0042979
5709,6185,COVID-19,"['C5203670', 'CL1381981']",63,71,In 2020 en 2021 kon het evenement niet plaatsvinden vanwege de COVID-19 pandemie.,C5203670
5710,6186,Maculadegeneratie,['C0024437'],23,40,De titel verwijst naar Maculadegeneratie en het vele reizen van Froese tijdens wereldtournees van Tangerine,C0024437
5711,6187,Lymeziekte,"['C0024198', 'C0752235']",97,107,"Meer bepaald is de schapenteek (""Ixodes ricinus"") een vector voor ""Borrelia burgdorferi"" (dat de Lymeziekte of borreliose veroorzaakt).",C0024198
5712,6188,maag-darmkanaal,['C0017189'],166,181,"Het is een anthelminthicum dat werkzaam is tegen de parasitaire platwormen leverbot (""Fasciola hepatica"") en ""Fasciola gigantica"", en tegen sommige rondwormen in het maag-darmkanaal (soorten uit de geslachten ""Haemonchus"", ""Bunostomum"", ""Oesophagostomum"" en ""Gaigeria"").",C0017189
5713,6189,arteriën,['C0003842'],3,11,"In arteriën komen deze vaten meestal niet verder dan de buitenlaag van de media, terwijl zij bij venen tot vrij diep in de media kunnen doordringen.",C0003842
5714,6190,gewone verkoudheid,['C0009443'],75,93,"Andere symptomen zijn onder meer koorts, coryza (de verschijnselen van een gewone verkoudheid) en het intrekken van de borstkas.",C0009443
5715,6191,Xanthaangom,['C0078596'],43,54,"""Xanthomonas campestris"" wordt gebruikt om Xanthaangom te maken.",C0078596
5716,6192,NaOH,['C0037517'],57,61,Een voorbeeld van deze soort titratie is de titratie van NaOH met HCl. ,C0037517
5717,6193,leveruitval,"['C0023890', 'C0239946']",47,58,"Dr. Gates en dr. Kovac behandelen een dame met leveruitval,",C0023890
5718,6194,COVID-19,"['C5203670', 'CL1381981']",75,83,In het seizoen 2019/20 werd de competitie voortijdig stilgelegd vanwege de COVID-19-pandemie.,C5203670
5719,6195,blind,"['C0155020', 'C0271215', 'C0456909']",51,56,De proef kan niet worden uitgevoerd bij mensen die blind of zeer slechtziend zijn.,C0155020
5720,6196,koliek,['C0232488'],116,122,Dr. Lockhart en dr. Pratt krijgen een discussie over de behandeling van een drie maanden oude baby met vermoedelijk koliek. ,C0232488
5721,6197,luchtwegen,['C0035237'],45,55,"Inhalatie van de dampen kan irritatie van de luchtwegen, kortademigheid en longoedeem veroorzaken.",C0035237
5722,6198,luchtwegen,['C0035237'],45,55,"Inhalatie van de dampen kan irritatie van de luchtwegen, kortademigheid en longoedeem veroorzaken.",C0035237
5723,6199,stervelingen,['C0086418'],79,91,"De oorlog is verergerd en heeft zich uitgebreid naar Midgaard, het rijk van de stervelingen.",C0086418
5724,6200,besmettelijke ziekten,"['C0001485', 'C0009450']",41,62,Er een aparte barak waarin patiënten met besmettelijke ziekten ondergebracht werden.,C0001485
5725,6201,soda,['C0074732'],105,109,"Tussen 1809 en 1883 lag hier, als onderdeel van de ijzerproducent Losh, Wilson and Bell, een fabriek die soda produceerde.",C0074732
5726,6202,onderkoeling,['C0020672'],30,42,Corey sterft later alsnog aan onderkoeling.,C0020672
5727,6203,eierstokkanker,"['C0919267', 'C1140680', 'C1299247']",24,38,"Ze overleed in 1952 aan eierstokkanker, drie dagen voor haar 41ste verjaardag. ",C0919267
5728,6204,EDTA,['C0013618'],34,38,"TAED moet niet verward worden met EDTA, dat een gelijkaardige structuur bezit.",C0013618
5729,6205,Immunologie,['C0152036'],91,102,"Evans ontving zijn Bachelor of Science en PhD-graad (doctors titel) in de Microbiologie en Immunologie van de Universiteit van California in Los Angeles, gevolgd door een postdoctorale opleiding aan de Rockefeller University bij James E. Darnell.",C0152036
5730,6206,Covid-19,"['C5203670', 'CL1381981']",19,27,Tijdens de Corona (Covid-19),C5203670
5731,6207,ziekenhuizen,['C0019994'],94,106,Akoestische bewaking wordt op grote schaal gebruikt door nachtzorgpersoneel van zorgcentra en ziekenhuizen.,C0019994
5732,6208,eierstokkanker,"['C0919267', 'C1140680', 'C1299247']",32,46,Er wordt een terminale vorm van eierstokkanker bij haar vastgesteld.,C0919267
5733,6209,1-butanol,['C0089147'],63,72,Een andere mogelijkheid is de ammoxidatie van butyraldehyde of 1-butanol.,C0089147
5734,6210,geslachtscellen,['C2718310'],30,45,"Na de vorming van de haploïde geslachtscellen of ""gameten"", versmelten deze tijdens de geslachtelijke voortplanting tot een diploïde zygote, die vervolgens uitgroeit tot een meercellig organisme.",C2718310
5735,6211,duiveluitdrijvingen,['C4045985'],147,166,Ook De Jager geloofde in de heilzame werking van het beeld en hij gebruikte het in de achter zijn woning aan de Westhaven gelegen schuilkerk om er duiveluitdrijvingen mee te verrichten.,C4045985
5736,6212,voortplantigscellen,['C2718310'],3,22,De voortplantigscellen worden gevormd in de archegonia en de antheridia.,C2718310
5737,6213,maag-darmkanaal,['C0017189'],112,127,DarmhormonenDarmhormonen zijn een groep hormonen die worden uitgescheiden door enteroendocriene cellen in het maag-darmkanaal.,C0017189
5738,6214,anesthesist,['C0002903'],87,98,Dr. Gates vindt dat Taggart hem verwaarloost nu zij druk bezig is met haar studie voor anesthesist.,C0002903
5739,6215,tbc,['C0041296'],57,60,Later blijkt de moeder echter geen kanker te hebben maar tbc en dat zij hiervan kan genezen. ,C0041296
5740,6216,darm,['C0017189'],6,10,"In de darm van de meeste ""Cladoselache""-fossielen bevonden zich restanten van hun maaginhoud.",C0017189
5741,6217,Veronal,['C0004743'],27,34,Hij slikte het slaapmiddel Veronal.,C0004743
5742,6218,maxilla,['C0024947'],6,13,"De premaxilla wordt gevolgd door de lage en kleinere maxilla, en een langwerpig neusgat is aanwezig op de grens tussen de twee botten.",C0024947
5743,6219,merg,['C0005953'],80,84,De lijken zijn gevild en gefileerd als dieren en de botten zijn gekraakt om het merg eruit te zuigen.,C0005953
5744,6220,bovenkaken,['C0024947'],14,24,De tanden van bovenkaken en onderkaken grepen in elkaar wat een soort filter opleverde.,C0024947
5745,6221,bovenkaak,['C0024947'],70,79,"Voorbeelden van de tandvariatie zijn de omvang van de tandgroef in de bovenkaak, de vorm en grootte van de tanden en het aantal rijen tanden.",C0024947
5746,6222,enkelgewricht,['C0003087'],55,68,Dat was gebaseerd op de lichte bouw en de vorm van het enkelgewricht die afweek van die van krokodillen.,C0003087
5747,6223,darm,['C0017189'],105,109,"Het lichaam was hoog en buikig, met een sterk vergrote ribbenkast, met daarin de lange plantenverterende darm.",C0017189
5748,6224,sacrale wervels,['C3669209'],47,62,De wervelkolom heeft amphicoele centra en drie sacrale wervels.,C3669209
5749,6225,boven,['C0024947'],24,29,"Aan de voorzijde van de boven- en onderkaak bevonden zich acht korte, stiftvormige tanden, die geschikt waren om plantendelen af te scheuren.",C0024947
5750,6226,bovenkaak,['C0024947'],54,63,"De onderkaak is ongeveer zestig procent korter dan de bovenkaak, die is bezet met smalle en scherpe tanden.",C0024947
5751,6227,acetabulum,['C0000962'],147,157,"Net als ""Turfanosuchus"", ""Marasuchus"", ""Lagerpeton"" en andere archosauriërs, heeft de heupkom geen perforatie en is er een ondersteuning boven het acetabulum voor het dijbeen.",C0000962
5752,6228,nekwervel,['C3665420'],39,48,"Met slechts negentien tot eenentwintig nekwervels had ""Peloneustes"" een korte nek voor een plesiosauriër.",C3665420
5753,6229,halswervels,['C3665420'],37,48,"De naam verwijst naar de langgerekte halswervels en is afgeleid van het Oudgriekse voorvoegsel τανυ~, ""tany""~, langgerekt en στροφεύς, ""stropheus"", op de scharnieren betrekking hebbend.",C3665420
5754,6230,chirurg,['C0038894'],84,91,In 1853 introduceerde de markies de interessante vondst aan de vooraanstaande Ierse chirurg en anatoom Sir Philip Crampton.,C0038894
5755,6231,Ebola,['C0282687'],107,112,Zo is deze plant gebruikt bij de ontwikkeling van het experimentele medicijn ZMapp voor de bestrijding van Ebola.,C0282687
5756,6232,hoogzwanger,['C0032961'],76,87,"Aanwezig was de gehele koninklijke familie, onder wie prinses Christina die hoogzwanger was van haar zoon Nicolás die, ruim twee maanden later, op 6 juli geboren werd.",C0032961
5757,6233,ADHD,"['C0041671', 'C1263846']",237,241,Dit vergt een meer diepgaande analyse van het volledige psychologische functioneren van een individu dan vaak plaatsvindt wanneer enkel symptomen via DSM-criteria worden geëvalueerd en niet wordt onderzocht of bijvoorbeeld symptomen van ADHD ook door psychomotorische overprikkelbaarheid verklaard kunnen worden.,C0041671
5758,6234,Anesthesie,['C0002903'],91,101,"In 1916 gaf hij een boekje getiteld ""Narkose og pleie av operasjonspasienter"" (Nederlands: Anesthesie en verzorging van ziekenhuispatiënten) uit.",C0002903
5759,6235,luchtwegen,['C0035237'],68,78,"1-broom-4-fluorbenzeen is ontvlambaar en irriterend voor de ogen, luchtwegen en de huid.",C0035237
5760,6236,albino,"['C0001916', 'C0333913']",182,188,"Tot zijn verbazing zorgt de wortelvlam ervoor dat een reiskoffer uit het niets opduikt met daarin onder andere een toverstok, een magische hoed en een groot, sprekend, rechtoplopend albino-konijn.",C0001916
5761,6237,koolzure kalk,['C0006681'],153,166,"De steen heeft een grofkorrelige structuur en is opgebouwd uit onder andere crinoïden en stekels van zee-egels, die samengegroeid zijn door kristallijne koolzure kalk.",C0006681
5762,6238,thorax,['C0230139'],175,181,"De rupsen van de verschillende ""Hyalophora""-soorten verschillen aanzienlijk van elkaar, maar ze hebben allemaal vergrote stekelige scoli op het tweede en derde segment van de thorax en op het eerste abdominale segment.",C0230139
5763,6239,gameten,['C2718310'],79,86,Bij de monogenetische cyclus ontwikkelt zich uit de zygote de gametofyt die de gameten produceert door meiose.,C2718310
5764,6240,leveraandoeningen,['C0267792'],52,69,"De oorzaken van leverinsufficiëntie kunnen allerlei leveraandoeningen zijn, alcoholmisbruik, hepatitis en overmatig geneesmiddelengebruik (paracetamol).",C0267792
5765,6241,hepatitis,"['C0019189', 'C0001308', 'C0019158', 'C0149519']",93,102,"De oorzaken van leverinsufficiëntie kunnen allerlei leveraandoeningen zijn, alcoholmisbruik, hepatitis en overmatig geneesmiddelengebruik (paracetamol).",C0019189
5766,6242,kalk,['C0006681'],65,69,Imerys had een productielocatie in Vlaardingen waar onder andere kalkslurry werd geproduceerd/verwerkt.,C0006681
5767,6243,luchtwegen,['C0035237'],34,44,"Ze is irriterend voor de ogen, de luchtwegen en de huid.",C0035237
5768,6244,coronavirus,"['C5203670', 'CL1381981']",47,58,Pride overleed in 2020 aan de gevolgen van het coronavirus.,C5203670
5769,6245,amnesie,"['C0002622', 'C0002625']",61,68,Kort daarna stelt zijn vriend Bernie David voor aan de mooie amnesiepatiënte Felicity.,C0002622
5770,6246,krabbehanden,['C0265554'],52,64,"Ethels zoon Jimmy Darling (Evan Peters) is met zijn krabbehanden een van de voornaamste gezichten van het spektakel, al haat hij het om als ""freak"" te worden aangezien.",C0265554
5771,6247,luchtwegen,['C0035237'],43,53,"Het werkt corrosief op de huid, de ogen en luchtwegen.",C0035237
5772,6248,antibiotica,['C0003232'],28,39,"Ook als -op illegale wijze- antibiotica, bijvoorbeeld furazolidon, in het veevoer terecht is gekomen wordt, afhankelijk van de stof, al het vlees afgekeurd voor consumptie.",C0003232
5773,6249,"""Homo sapiens""",['C0086418'],86,100,"In Europa verscheen er een soort van intermediair mensentype tussen ""Homo erectus"" en ""Homo sapiens"", in het verleden samengevat als ""archaïsche Homo sapiens"", getypeerd door zulke fossielen als gevonden in Steinheim, Tautavel, en Vértesszöllös (""Homo erectus seu sapiens palaeohungaricus"").",C0086418
5774,6250,tussenwervelschijven,['C0021815'],38,58,"De bacterie wordt ook aangetroffen in tussenwervelschijven bij rughernia's, en er is een vermoeden dat enzymen die de bacterie produceert, bij zouden kunnen dragen aan de hernia.""Propionibacterium acnes"" licht oranje op als hij wordt blootgesteld aan Woods licht (ultraviolet licht), met name met een golflengte van 405–420 nanometer.",C0021815
5775,6251,Tuberculose,['C0041296'],102,113,In 1898 werd Terwagne voorzitter van de Antwerpse provinciale afdeling van de Belgische Bond tegen de Tuberculose.,C0041296
5776,6252,Antisociale Persoonlijkheidsstoornis,['C0003431'],115,151,Kort na de openingsscène is het al duidelijk dat Lou Bloom een gemankeerd inlevingsvermogen heeft dat past bij een Antisociale Persoonlijkheidsstoornis.,C0003431
5777,6253,goudkatalyse,['C0018026'],370,382,":Weijiang Sun, Yan Wang, Xuan Wu en Xiaoquan Yao publiceerden een synthese van ynonen via rechtstreekse koppeling van een acylchloride met een terminaal alkyn, gebruik makend van een nanokatalysator op basis van koper:Andere methoden maken gebruik van een oxidatieve splitsing van een aldehyde, gevolgd door reactie met een hypervalent alkynyljodide, met behulp van goudkatalyse.",C0018026
5778,6254,darm,['C0017189'],70,74,"Er werden ook wel dierlijke producten gebruikt, zoals dierpees, huid, darm, zijde, paardenhaar en vrouwenhaar.",C0017189
5779,6255,koolzuurhoudend water,['C2722820'],16,37,Hij produceerde koolzuurhoudend water dat hij aan artsen verkocht omdat hier een geneeskundige werking aan werd toegedicht.,C2722820
5780,6256,blind,"['C0155020', 'C0271215', 'C0456909']",73,78,Curtis had last van afnemend gezichtsvermogen en werd eind 1856 volledig blind.,C0155020
5781,6257,grampositieve,['C0200966'],22,35,"Het is werkzaam tegen grampositieve en een aantal gramnegatieve bacteriën, alsook tegen een aantal resistente ""Mycobacteria"", zoals ""Mycobacterium tuberculosis"", ""M. leprae"", en ""M. avium intracellulare"".",C0200966
5782,6258,gramnegatieve,['C0200966'],50,63,"Het is werkzaam tegen grampositieve en een aantal gramnegatieve bacteriën, alsook tegen een aantal resistente ""Mycobacteria"", zoals ""Mycobacterium tuberculosis"", ""M. leprae"", en ""M. avium intracellulare"".",C0200966
5783,6259,achillespezen,['C0001074'],90,103,De kostprijs van een composietboog is hoog: voor de pezenlaag van een enkele boog zijn de achillespezen van wel 50 runderen nodig.,C0001074
5784,6260,glutenallergie,['C0007570'],58,72,Later brak hij deze studie af na een geloofscrisis en een glutenallergie die zich ook deed gelden tijdens de Heilige Communie.,C0007570
5785,6261,Ebola,['C0282687'],80,85,Op 23 oktober werd hij tijdens een bijeenkomst van de Europese Raad benoemd tot Ebola-coördinator voor de EU.,C0282687
5786,6262,tuberculosepatiënten,['C0041296'],48,68,"In 1933 werd op deze plaats een sanatorium voor tuberculosepatiënten gesticht dat werd bestuurd door de zusters norbertinessen van Duffel, tegenwoordig de zusters van het Convent van Betlehem.",C0041296
5787,6263,polio,['C0032371'],38,43,In haar jeugd werd zij getroffen door polio.,C0032371
5788,6264,drankmisbruik,['C0085762'],5,18,"veel drankmisbruik, geslachtsziekten en gebrek aan discipline.",C0085762
5789,6265,alcoholprobleem,['C0001956'],17,32,"Zijn ontkiemende alcoholprobleem en totale gebrek aan ambitie zorgen er alleen voor dat zijn vriendin ""Cassidy"" hem dumpt.",C0001956
5790,6266,Losartan,['C0126174'],54,62,Voor de behandeling van aneurysmas heeft het medicijn Losartan momenteel de voorkeur.,C0126174
5791,6267,Oedeem,['C0013604'],125,131,Al geruime tijd ziek en uitgeput van de verkiezingscampagne van 1910 stierf hij in september 1911 op 64-jarige leeftijd aan Oedeem in Newmarket.,C0013604
5792,6268,CO,['C0007012'],30,32,Het park zou een uitstoot van CO moeten voorkomen van 377.000 ton.,C0007012
5793,6269,CO,['C0007012'],30,32,Het park zou een uitstoot van CO moeten voorkomen van 300.000 ton per jaar.,C0007012
5794,6270,hamartomen,['C0018552'],125,135,"Daardoor is ook niet eenduidig vastgelegd welke aandoeningen tot de facomatosen behoren.Facomatosen worden gekenmerkt door hamartomen (goedaardige zwellingen) in meerdere organen of weefsels, waaronder de huid en het zenuwstelsel.",C0018552
5795,6271,huid,['C0014520'],20,24,De schimmel tast de huid van de salamanders aan en geïnfecteerde dieren sterven na 12 tot 18 dagen.,C0014520
5796,6272,soda,['C0074732'],122,126,"De achtergrond hiervan was de behoefte van het chemiebedrijf Solvay aan ammoniak, wat nodig was voor de vervaardiging van soda uit keukenzout volgens het Solvayproces.",C0074732
5797,6273,COVID-19,"['C5203670', 'CL1381981']",84,92,"In 2020 werden de data van de Sillygomania-tour aangekondigd, die na uitstel wegens COVID-19, eind 2021 plaatsvonden.",C5203670
5798,6274,COPD,['C0024117'],38,42,In 1947 had Harry Carey longkanker en COPD en stierf in dat jaar op 69-jarige leeftijd.,C0024117
5799,6275,CO2,['C0007012'],69,72,"Het gas dat via Vandebron geleverd wordt, is gewoon aardgas, maar de CO2-compensatie hiervan vindt plaats via drie Gold Standard-projecten en drie andere compensatieprojecten.",C0007012
5800,6276,spiercellen,['C0596981'],81,92,Het begrip arbeidscyclussen wordt ook gebruikt om de activeit van zenuwcellen en spiercellen te beschrijven.,C0596981
5801,6277,luchtwegaandoeningen,['C0035237'],11,31,Ook andere luchtwegaandoeningen zoals astma kunnen erdoor verergeren.,C0035237
5802,6278,aminozuren,['C0002520'],48,58,"Echter, de eventuele ontdekking van eiwitten of aminozuren zou deze theorie ondersteunen.",C0002520
5803,6279,Hersenschors,['C0007776'],204,216,Uiteindelijk komt er zoveel calcium in de zenuwcel dat de cel beschadigd raakt en kan afsterven. NMDA-receptoren komen in de hersenen vooral voor in gebieden die betrokken zijn bij cognitieve taken (zie Hersenschors).,C0007776
5804,6280,AMP,['C0001465'],47,50,"De naam van de cyclus verwijst naar de stoffen AMP en IMP, welke ribonucleotides zijn.",C0001465
5805,6281,DNA-onderzoek,['C0679560'],28,41,"In die tijd bestond er geen DNA-onderzoek, waarmee zijn ouderschap zou kunnen worden vastgesteld.Uit zijn huwelijk met Anna Ghijsberti had Cletcher meerdere kinderen:",C0679560
5806,6282,kleurenblind,['C0242225'],10,22,"Omdat hij kleurenblind was legde hij zich toe op de kunst van het etsen, waarvoor hij een opleiding volgde bij de Franse graveur Eugène Bléry.",C0242225
5807,6283,chirurg,['C0038894'],35,42,In oktober 1855 huwde ze de Britse chirurg Raymond Palmer.,C0038894
5808,6284,K,['C0032821'],39,40,Tot op zekere hoogte kunnen polyamines K en Mg-ionen vervangen.,C0032821
5809,6285,Mg,['C0024467'],44,46,Tot op zekere hoogte kunnen polyamines K en Mg-ionen vervangen.,C0024467
5810,6286,DNA-onderzoek,['C0679560'],46,59,Die voert de stoffelijke overschotten af voor DNA-onderzoek.,C0679560
5811,6287,DNA-onderzoek,['C0679560'],31,44,"Nadat de resultaten van eerder DNA-onderzoek besmet en daardoor onbruikbaar zijn verklaard, doet Flemyng het onderzoek op eigen houtje opnieuw.",C0679560
5812,6288,hartaanval,['C0027051'],113,123,Dat waren zijn ex-vrouw June Child (die op 31 augustus 1994 tijdens een vakantie in Turkije was bezweken aan een hartaanval) en vier ex-leden van T(yrannosaurus),C0027051
5813,6289,zwanger,['C0032961'],36,43,"Weer thuis komt Sam erachter dat ze zwanger is,",C0032961
5814,6290,sodafabriek,['C0074732'],139,150,"Vanaf 1838 werd de site ingenomen door de Glacerie Saint-Marie dOignies, een grote en gerenommeerde glas- en spiegelfabriek met bijhorende sodafabriek.",C0074732
5815,6291,coronavirus,"['C5203670', 'CL1381981']",65,76,Zijn vader was eerder dat jaar overleden aan de gevolgen van het coronavirus en hij gaf aan niet zonder hem als coach verder te willen.,C5203670
5816,6292,testikels,['C0039597'],61,70,"Hij scheldt haar uit, maar schrikt wanneer hij ziet dat zijn testikels tussen de bekken van een bankschroef liggen.",C0039597
5817,6293,COVID-19,"['C5203670', 'CL1381981']",34,42,In de zomer van 2021 liep Johnson COVID-19 op.,C5203670
5818,6294,alcoholist,['C0001956'],22,32,"Gary King (Pegg), een alcoholist van middelbare leeftijd, spoort zijn van hem vervreemde schoolvrienden op en overtuigt hen om de ""Golden Mile"" te voltooien:",C0001956
5819,6295,bovenkaak,['C0024947'],88,97,"Ze hebben brede, platte tanden die zijn aangepast aan deze eetgewoonte, twee paar in de bovenkaak en één paar in de onderkaak.",C0024947
5820,6296,gewichtsverlies,['C1262477'],196,211,"Hyperemesis gravidarum (HG) is, in tegenstelling tot de gewone zwangerschapsmisselijkheid die 60%-70% van de zwangeren ervaart, een ernstige zwangerschapsaandoening die gekenmerkt wordt door snel gewichtsverlies, ondervoeding en uitdroging als gevolg van niet aflatende misselijkheid en/of braken, met potentiële negatieve gevolgen voor de aankomende moeder en de pasgeborene(n).",C1262477
5821,6297,pedoseksuelen,['C0030764'],15,28,Zo zijn er ook pedoseksuelen die beweren dat de kinderlijke seksualiteit een uitlokking was.,C0030764
5822,6298,in verwachting,['C0032961'],10,24,Ze blijkt in verwachting.,C0032961
